Order_ID,Product,Quantity_MT,Unit_Price_USD,Buyer_Country,Quality_Grade,Order_Status,Order_Date,Shipment_Date,Total_Value_USD
25846,Hibiscus,178.57,478.67,India,B,Completed,2024-04-08,2024-05-21,85476.1
25847,Hibiscus,78.36,364.6,Turkey,B,Pending,2022-10-08,,28570.06
25848,Cassia Tora,58.28,1288.27,Vietnam,B,Pending,2023-12-01,,75080.38
25849,Cassia Tora,56.74,1456.53,Netherlands,A,Completed,2021-08-19,2021-09-09,82643.51
25850,Hibiscus,65.9,1698.99,India,B,Pending,2024-12-03,,111963.44
25851,Cassia Tora,11.09,1375.24,Netherlands,A,Completed,2023-01-08,2023-02-01,15251.41
25852,Soya Beans,186.32,1731.03,Vietnam,C,Completed,2023-09-24,2023-10-10,322525.51
25853,Sesame Seed,25.67,631.41,China,B,Completed,2021-10-24,2021-12-03,16208.29
25854,Hibiscus,175.71,877.9,UAE,C,Pending,2022-03-31,,154255.81
25855,Soya Beans,98.03,968.08,Vietnam,B,Completed,2023-12-17,2024-01-20,94900.88
25856,Hibiscus,180.17,431.21,UAE,C,Completed,2023-07-31,2023-09-03,77691.11
25857,Hibiscus,186.59,1429.06,Netherlands,A,Pending,2021-08-28,,266648.31
25858,Cassia Tora,164.42,1169.56,China,C,Pending,2024-04-14,,192299.06
25859,Sesame Seed,81.99,1108.96,Netherlands,A,Completed,2023-12-23,2024-01-08,90923.63
25860,Soya Beans,83.08,465.04,India,C,Pending,2022-07-05,,38635.52
25861,Hibiscus,193.32,608.15,China,A,Completed,2021-05-18,2021-05-25,117567.56
25862,Hibiscus,68.01,435.11,China,C,Pending,2022-03-30,,29591.83
25863,Cassia Tora,82.82,1919.84,UAE,B,Completed,2025-01-12,2025-02-04,159001.15
25864,Soya Beans,58.88,1866.13,Vietnam,B,Pending,2024-06-03,,109877.73
25865,Cassia Tora,103.23,433.56,Vietnam,A,Completed,2022-03-19,2022-04-16,44756.4
25866,Cassia Tora,122.48,654.97,India,A,Cancelled,2024-05-14,,80220.73
25867,Soya Beans,132.95,1488.64,UAE,B,Completed,2021-01-27,2021-01-31,197914.69
25868,Sesame Seed,32.54,1657.53,China,A,Cancelled,2022-04-02,,53936.03
25869,Cassia Tora,69.97,1118.74,Vietnam,A,Completed,2022-11-26,2023-01-01,78278.24
25870,Hibiscus,199.2,1304.3,Turkey,A,Completed,2022-12-11,2023-01-10,259816.56
25871,Sesame Seed,15.24,2464.28,Vietnam,A,Completed,2023-04-29,2023-05-05,37555.63
25872,Hibiscus,75.07,1071.45,Vietnam,A,Completed,2023-08-07,2023-09-15,80433.75
25873,Sesame Seed,43.15,904.86,Vietnam,C,Completed,2021-04-17,2021-04-25,39044.71
25874,Hibiscus,57.05,1635.98,UAE,A,Cancelled,2022-03-20,,93332.66
25875,Cassia Tora,93.98,1149.16,UAE,B,Pending,2021-02-05,,107998.06
25876,Cassia Tora,197.33,1201.36,India,A,Pending,2022-08-20,,237064.37
25877,Cassia Tora,162.67,2245.65,Vietnam,A,Completed,2021-06-04,2021-07-03,365299.89
25878,Soya Beans,48.9,1856.06,UAE,B,Completed,2024-04-07,2024-05-16,90761.33
25879,Cassia Tora,28.35,1264.56,China,B,Completed,2023-03-07,2023-03-12,35850.28
25880,Sesame Seed,121.63,1195.31,India,B,Completed,2021-09-29,2021-10-31,145385.56
25881,Cassia Tora,175.39,1164.44,UAE,B,Cancelled,2025-04-20,,204231.13
25882,Soya Beans,40.85,2466.77,India,A,Completed,2024-12-14,2025-01-25,100767.55
25883,Hibiscus,39.84,1548.57,Netherlands,A,Completed,2024-04-22,2024-05-20,61695.03
25884,Soya Beans,137.14,2066.61,Turkey,C,Completed,2024-06-14,2024-07-07,283414.9
25885,Sesame Seed,60.14,934.44,UAE,C,Completed,2025-03-13,2025-04-20,56197.22
25886,Sesame Seed,9.26,1865.5,UAE,A,Cancelled,2025-01-04,,17274.53
25887,Soya Beans,61.19,1839.31,China,A,Pending,2023-09-08,,112547.38
25888,Hibiscus,42.92,2477.92,India,A,Completed,2021-05-02,2021-06-13,106352.33
25889,Cassia Tora,66.2,984.74,India,A,Completed,2024-12-11,2025-01-19,65189.79
25890,Sesame Seed,163.08,1438.6,Vietnam,C,Completed,2025-04-08,2025-05-05,234606.89
25891,Cassia Tora,134.99,1399.06,Turkey,B,Completed,2024-10-30,2024-11-05,188859.11
25892,Hibiscus,56.67,2232.49,Turkey,C,Pending,2025-05-18,,126515.21
25893,Sesame Seed,82.32,882.27,UAE,B,Pending,2024-09-11,,72628.47
25894,Hibiscus,43.57,1145.79,Turkey,B,Completed,2025-02-12,2025-02-18,49922.07
25895,Hibiscus,111.17,2387.89,Turkey,B,Completed,2021-05-30,2021-06-22,265461.73
25896,Soya Beans,46.02,550.23,Vietnam,B,Completed,2022-12-08,2022-12-31,25321.58
25897,Hibiscus,185.52,727.25,UAE,A,Completed,2023-09-22,2023-10-15,134919.42
25898,Sesame Seed,54.69,1268.9,China,B,Completed,2025-02-22,2025-03-19,69396.14
25899,Soya Beans,142.69,1264.32,Turkey,A,Completed,2021-06-02,2021-06-19,180405.82
25900,Sesame Seed,79.4,1464.02,India,A,Cancelled,2023-11-07,,116243.19
25901,Soya Beans,178.82,1201.0,India,C,Completed,2022-07-05,2022-07-08,214762.82
25902,Soya Beans,63.77,1474.69,China,A,Completed,2023-04-25,2023-06-04,94040.98
25903,Hibiscus,4.17,2069.66,China,C,Pending,2024-10-03,,8630.48
25904,Hibiscus,22.12,1293.56,Turkey,A,Completed,2025-01-22,2025-02-01,28613.55
25905,Cassia Tora,14.51,432.76,Turkey,B,Completed,2024-05-10,2024-06-01,6279.35
25906,Sesame Seed,62.69,2456.71,China,A,Completed,2024-12-17,2024-12-31,154011.15
25907,Sesame Seed,134.81,2379.16,Netherlands,A,Completed,2021-10-07,2021-11-20,320734.56
25908,Cassia Tora,103.71,884.12,Turkey,A,Completed,2022-02-26,2022-03-11,91692.09
25909,Hibiscus,50.55,614.92,China,A,Completed,2023-09-20,2023-09-27,31084.21
25910,Sesame Seed,199.75,999.03,Netherlands,B,Completed,2025-01-28,2025-03-02,199556.24
25911,Sesame Seed,14.07,1884.24,India,B,Completed,2023-03-15,2023-03-27,26511.26
25912,Hibiscus,125.02,2281.72,UAE,C,Pending,2021-12-21,,285260.63
25913,Soya Beans,160.52,371.78,UAE,B,Completed,2022-01-13,2022-01-27,59678.13
25914,Hibiscus,191.64,2379.73,India,A,Completed,2024-02-22,2024-03-18,456051.46
25915,Cassia Tora,71.53,367.55,Netherlands,B,Completed,2021-03-21,2021-04-13,26290.85
25916,Sesame Seed,114.47,2302.31,UAE,A,Pending,2025-04-30,,263545.43
25917,Soya Beans,51.08,1508.07,China,B,Completed,2023-09-15,2023-09-20,77032.22
25918,Cassia Tora,7.7,683.18,China,A,Completed,2021-08-21,2021-09-15,5260.49
25919,Hibiscus,104.02,2138.05,China,B,Completed,2025-02-12,2025-03-20,222399.96
25920,Soya Beans,118.54,1817.79,China,A,Completed,2021-06-03,2021-07-13,215480.83
25921,Sesame Seed,55.78,2426.38,China,C,Completed,2023-06-26,2023-08-07,135343.48
25922,Soya Beans,47.23,1027.29,UAE,A,Cancelled,2024-12-03,,48518.91
25923,Sesame Seed,56.91,654.11,Vietnam,B,Completed,2023-11-21,2024-01-01,37225.4
25924,Hibiscus,105.34,2461.82,Turkey,B,Completed,2025-04-30,2025-05-24,259328.12
25925,Soya Beans,136.41,2197.64,Netherlands,B,Pending,2025-03-07,,299780.07
25926,Soya Beans,144.41,1987.37,Netherlands,B,Completed,2022-01-06,2022-02-17,286996.1
25927,Soya Beans,56.14,1250.41,Vietnam,C,Completed,2021-11-19,2021-12-18,70198.02
25928,Sesame Seed,171.4,1655.67,India,B,Completed,2021-11-28,2021-12-16,283781.84
25929,Hibiscus,97.57,884.29,UAE,B,Completed,2021-08-31,2021-10-10,86280.18
25930,Hibiscus,110.08,390.11,India,B,Completed,2025-04-25,2025-06-02,42943.31
25931,Sesame Seed,46.44,1158.5,Netherlands,A,Completed,2022-03-06,2022-03-16,53800.74
25932,Soya Beans,77.25,2260.36,Vietnam,A,Completed,2024-04-20,2024-05-07,174612.81
25933,Sesame Seed,11.28,1399.59,Vietnam,A,Completed,2023-03-20,2023-04-02,15787.38
25934,Sesame Seed,115.88,302.52,Turkey,A,Completed,2025-02-05,2025-02-26,35056.02
25935,Cassia Tora,150.03,502.96,India,C,Completed,2022-01-11,2022-01-31,75459.09
25936,Hibiscus,109.16,1952.31,UAE,A,Completed,2021-03-22,2021-03-25,213114.16
25937,Sesame Seed,65.98,1892.33,Vietnam,B,Pending,2025-04-23,,124855.93
25938,Soya Beans,167.11,1339.36,UAE,B,Completed,2022-02-24,2022-03-11,223820.45
25939,Sesame Seed,12.47,2401.1,Turkey,A,Completed,2022-04-12,2022-04-22,29941.72
25940,Sesame Seed,50.5,1679.28,India,B,Completed,2024-12-22,2025-01-04,84803.64
25941,Sesame Seed,10.96,1372.38,UAE,A,Completed,2023-12-17,2023-12-20,15041.28
25942,Soya Beans,79.21,2439.91,China,A,Completed,2024-09-07,2024-10-21,193265.27
25943,Cassia Tora,50.82,464.0,India,C,Completed,2025-04-15,2025-05-11,23580.48
25944,Sesame Seed,136.83,1506.9,Netherlands,B,Pending,2025-02-27,,206189.13
25945,Hibiscus,16.63,2145.31,Netherlands,A,Completed,2024-07-13,2024-07-31,35676.51
25946,Sesame Seed,7.7,2250.41,Turkey,C,Completed,2024-06-04,2024-06-14,17328.16
25947,Cassia Tora,111.03,919.55,UAE,A,Completed,2023-04-09,2023-05-17,102097.64
25948,Sesame Seed,149.58,2194.8,UAE,A,Completed,2023-03-15,2023-03-24,328298.18
25949,Hibiscus,94.2,631.45,China,B,Completed,2023-12-14,2024-01-14,59482.59
25950,Cassia Tora,56.97,1995.51,Turkey,A,Completed,2023-09-05,2023-09-08,113684.2
25951,Hibiscus,100.21,1152.98,India,A,Completed,2021-01-04,2021-01-24,115540.13
25952,Hibiscus,68.32,1750.92,Netherlands,A,Completed,2025-01-02,2025-01-14,119622.85
25953,Hibiscus,59.95,1507.2,UAE,A,Completed,2024-08-26,2024-09-24,90356.64
25954,Cassia Tora,89.98,1089.18,China,A,Completed,2022-08-26,2022-09-25,98004.42
25955,Cassia Tora,123.2,1387.51,Turkey,A,Cancelled,2024-01-18,,170941.23
25956,Hibiscus,116.15,1833.23,Netherlands,A,Completed,2021-11-16,2021-12-19,212929.66
25957,Hibiscus,22.54,2115.67,Netherlands,A,Completed,2024-10-30,2024-12-08,47687.2
25958,Soya Beans,44.44,2297.54,UAE,A,Completed,2022-05-16,2022-06-16,102102.68
25959,Cassia Tora,2.4,1127.87,Vietnam,A,Completed,2024-06-11,2024-06-25,2706.89
25960,Sesame Seed,88.19,530.52,UAE,C,Cancelled,2024-09-22,,46786.56
25961,Cassia Tora,154.26,1581.73,India,B,Completed,2022-07-25,2022-08-28,243997.67
25962,Soya Beans,83.44,706.59,Turkey,A,Completed,2021-07-04,2021-07-10,58957.87
25963,Soya Beans,199.87,2147.4,Vietnam,B,Completed,2025-01-01,2025-01-13,429200.84
25964,Hibiscus,150.32,2111.51,China,C,Completed,2022-07-10,2022-08-14,317402.18
25965,Cassia Tora,75.61,1050.34,China,A,Completed,2024-04-18,2024-04-27,79416.21
25966,Sesame Seed,194.67,365.59,Netherlands,B,Cancelled,2024-01-05,,71169.41
25967,Cassia Tora,128.5,1580.53,India,C,Completed,2023-06-12,2023-07-02,203098.1
25968,Soya Beans,183.96,2319.54,Turkey,A,Completed,2024-07-19,2024-08-05,426702.58
25969,Sesame Seed,18.38,450.1,Turkey,C,Completed,2021-02-24,2021-03-20,8272.84
25970,Sesame Seed,111.96,1744.16,Vietnam,A,Completed,2023-05-13,2023-05-19,195276.15
25971,Hibiscus,181.78,2445.02,China,B,Pending,2021-03-18,,444455.74
25972,Cassia Tora,130.51,2002.87,Turkey,C,Completed,2021-10-23,2021-11-13,261394.56
25973,Cassia Tora,197.65,1651.38,China,B,Completed,2024-05-27,2024-06-06,326395.26
25974,Cassia Tora,199.15,2117.0,UAE,A,Completed,2024-07-24,2024-08-10,421600.55
25975,Sesame Seed,158.62,683.3,India,A,Completed,2023-01-16,2023-02-11,108385.05
25976,Soya Beans,56.47,2206.68,China,A,Completed,2024-07-13,2024-08-22,124611.22
25977,Soya Beans,170.86,2407.83,India,A,Completed,2023-06-19,2023-07-14,411401.83
25978,Hibiscus,141.0,2266.95,Turkey,B,Completed,2021-02-12,2021-02-15,319639.95
25979,Soya Beans,22.16,519.2,Vietnam,A,Completed,2024-10-16,2024-11-01,11505.47
25980,Cassia Tora,78.15,558.52,India,A,Completed,2024-06-05,2024-06-23,43648.34
25981,Hibiscus,175.03,2368.1,Vietnam,A,Completed,2021-08-15,2021-08-25,414488.54
25982,Soya Beans,141.84,1605.88,India,A,Completed,2023-12-23,2024-01-18,227778.02
25983,Soya Beans,86.04,896.93,UAE,B,Completed,2021-06-20,2021-07-03,77171.86
25984,Hibiscus,122.99,2022.68,Vietnam,B,Completed,2023-08-21,2023-10-03,248769.41
25985,Sesame Seed,187.42,605.04,Netherlands,B,Completed,2023-02-01,2023-03-10,113396.6
25986,Hibiscus,119.93,867.48,India,A,Completed,2023-04-30,2023-05-18,104036.88
25987,Sesame Seed,46.31,1874.62,Netherlands,B,Completed,2021-11-03,2021-12-04,86813.65
25988,Cassia Tora,134.2,375.1,Netherlands,B,Completed,2022-07-22,2022-08-17,50338.42
25989,Sesame Seed,53.97,1041.11,UAE,A,Completed,2023-09-19,2023-10-26,56188.71
25990,Hibiscus,124.18,580.64,India,A,Completed,2021-02-03,2021-03-01,72103.88
25991,Cassia Tora,129.27,970.56,China,A,Completed,2023-04-07,2023-05-18,125464.29
25992,Hibiscus,72.95,2265.88,Turkey,B,Completed,2021-05-10,2021-06-06,165295.95
25993,Hibiscus,148.39,1398.75,Vietnam,A,Completed,2024-11-18,2024-11-22,207560.51
25994,Sesame Seed,59.29,485.02,UAE,A,Completed,2024-03-20,2024-04-16,28756.84
25995,Sesame Seed,3.93,696.28,Turkey,C,Completed,2022-10-17,2022-11-12,2736.38
25996,Sesame Seed,70.78,1998.51,Turkey,B,Cancelled,2022-09-22,,141454.54
25997,Cassia Tora,172.6,548.52,Vietnam,A,Completed,2024-11-08,2024-12-09,94674.55
25998,Sesame Seed,115.8,1378.77,India,B,Pending,2023-11-07,,159661.57
25999,Cassia Tora,170.02,1231.44,Vietnam,C,Completed,2022-08-17,2022-09-04,209369.43
26000,Hibiscus,26.59,871.78,Vietnam,A,Completed,2023-11-04,2023-11-17,23180.63
26001,Hibiscus,39.4,2349.1,India,A,Completed,2021-03-22,2021-03-29,92554.54
26002,Sesame Seed,33.76,664.49,Vietnam,A,Completed,2024-05-15,2024-06-25,22433.18
26003,Soya Beans,157.24,1504.39,UAE,C,Completed,2021-07-23,2021-08-15,236550.28
26004,Hibiscus,122.83,1338.03,Turkey,C,Completed,2024-11-03,2024-12-04,164350.22
26005,Soya Beans,67.94,409.06,Turkey,A,Completed,2025-04-17,2025-05-06,27791.54
26006,Soya Beans,156.35,2123.79,Turkey,B,Completed,2021-01-23,2021-03-04,332054.57
26007,Soya Beans,87.64,1181.35,China,A,Completed,2022-09-06,2022-09-16,103533.51
26008,Sesame Seed,123.5,2090.79,China,A,Completed,2024-03-31,2024-04-03,258212.56
26009,Cassia Tora,171.09,367.4,Netherlands,A,Completed,2021-05-24,2021-07-06,62858.47
26010,Hibiscus,85.62,1213.65,Vietnam,B,Completed,2021-04-14,2021-05-09,103912.71
26011,Soya Beans,150.7,1809.31,Turkey,C,Completed,2024-11-06,2024-12-19,272663.02
26012,Cassia Tora,113.56,2080.25,India,C,Completed,2025-01-18,2025-02-19,236233.19
26013,Sesame Seed,181.63,889.65,India,A,Completed,2024-12-11,2025-01-09,161587.13
26014,Hibiscus,91.64,306.95,Turkey,A,Cancelled,2021-11-20,,28128.9
26015,Cassia Tora,60.43,1343.05,Vietnam,C,Completed,2024-04-09,2024-04-24,81160.51
26016,Sesame Seed,54.61,385.22,Vietnam,B,Completed,2022-07-30,2022-08-08,21036.86
26017,Hibiscus,38.97,2362.9,Vietnam,A,Completed,2021-10-01,2021-10-25,92082.21
26018,Hibiscus,71.95,749.67,UAE,B,Completed,2022-03-28,2022-05-04,53938.76
26019,Sesame Seed,87.42,1788.92,Turkey,A,Completed,2023-05-31,2023-06-18,156387.39
26020,Soya Beans,27.97,1436.55,Turkey,A,Completed,2021-05-05,2021-06-13,40180.3
26021,Hibiscus,147.41,1613.66,UAE,B,Completed,2024-11-07,2024-12-06,237869.62
26022,Hibiscus,187.64,2390.04,China,C,Completed,2021-11-13,2021-12-13,448467.11
26023,Soya Beans,82.96,2097.39,China,B,Completed,2021-04-17,2021-04-27,173999.47
26024,Cassia Tora,185.11,1629.0,UAE,A,Completed,2023-06-26,2023-06-30,301544.19
26025,Hibiscus,84.98,1639.05,Netherlands,C,Completed,2025-01-26,2025-02-18,139286.47
26026,Cassia Tora,44.83,999.73,India,A,Completed,2022-03-06,2022-03-17,44817.9
26027,Soya Beans,171.96,332.23,Turkey,B,Completed,2022-12-05,2023-01-17,57130.27
26028,Hibiscus,180.41,769.04,India,A,Pending,2024-09-22,,138742.51
26029,Soya Beans,128.1,1019.39,India,B,Pending,2025-02-28,,130583.86
26030,Hibiscus,184.59,1019.91,Vietnam,B,Completed,2023-08-30,2023-09-11,188265.19
26031,Hibiscus,70.39,1233.85,UAE,B,Completed,2021-12-28,2022-01-02,86850.7
26032,Hibiscus,64.43,806.51,UAE,A,Completed,2023-03-07,2023-03-30,51963.44
26033,Soya Beans,171.12,1992.39,Turkey,B,Completed,2022-03-08,2022-04-09,340937.78
26034,Hibiscus,56.89,715.77,China,A,Completed,2022-11-06,2022-12-19,40720.16
26035,Cassia Tora,173.38,2064.39,China,C,Pending,2025-03-24,,357923.94
26036,Sesame Seed,48.43,1535.35,Turkey,B,Completed,2023-05-09,2023-05-31,74357.0
26037,Sesame Seed,139.29,1312.0,China,A,Completed,2024-11-30,2024-12-18,182748.48
26038,Sesame Seed,163.86,1038.18,Netherlands,A,Completed,2023-10-11,2023-10-14,170116.17
26039,Cassia Tora,173.75,569.95,Vietnam,A,Completed,2024-11-01,2024-11-12,99028.81
26040,Hibiscus,193.06,2070.49,India,A,Pending,2024-03-21,,399728.8
26041,Soya Beans,60.78,1393.87,Netherlands,A,Completed,2024-09-07,2024-10-07,84719.42
26042,Soya Beans,109.29,760.51,Vietnam,A,Completed,2024-05-22,2024-06-15,83116.14
26043,Hibiscus,191.34,2434.74,Vietnam,B,Pending,2022-07-30,,465863.15
26044,Cassia Tora,3.05,682.79,India,A,Completed,2023-12-25,2024-02-05,2082.51
26045,Sesame Seed,123.44,1104.61,India,B,Cancelled,2023-06-12,,136353.06
26046,Cassia Tora,30.76,969.94,China,B,Completed,2021-09-27,2021-10-10,29835.35
26047,Cassia Tora,88.61,686.13,Vietnam,A,Completed,2025-04-10,2025-04-23,60797.98
26048,Soya Beans,17.73,1602.93,Netherlands,B,Completed,2024-01-29,2024-02-07,28419.95
26049,Hibiscus,67.95,335.22,UAE,C,Pending,2024-02-03,,22778.2
26050,Soya Beans,138.64,2122.98,India,B,Completed,2024-02-29,2024-03-29,294329.95
26051,Sesame Seed,162.52,1845.4,India,A,Completed,2024-11-13,2024-11-29,299914.41
26052,Sesame Seed,112.7,830.16,UAE,A,Completed,2024-09-06,2024-09-15,93559.03
26053,Soya Beans,87.81,2126.53,UAE,A,Completed,2022-03-14,2022-04-25,186730.6
26054,Hibiscus,69.17,2271.07,UAE,A,Completed,2023-11-09,2023-11-18,157089.91
26055,Hibiscus,181.47,1913.3,UAE,A,Cancelled,2021-08-13,,347206.55
26056,Cassia Tora,40.31,408.91,China,A,Completed,2025-05-09,2025-05-24,16483.16
26057,Cassia Tora,137.14,1318.53,China,A,Completed,2023-09-17,2023-09-26,180823.2
26058,Soya Beans,29.02,494.7,Vietnam,A,Completed,2022-04-05,2022-04-14,14356.19
26059,Sesame Seed,180.03,340.91,Vietnam,B,Completed,2022-01-29,2022-03-02,61374.03
26060,Hibiscus,57.79,798.63,China,B,Completed,2024-06-03,2024-06-09,46152.83
26061,Soya Beans,74.89,2310.52,Netherlands,C,Pending,2023-07-01,,173034.84
26062,Soya Beans,37.45,1132.51,China,A,Completed,2024-10-15,2024-11-11,42412.5
26063,Sesame Seed,186.89,2109.28,China,A,Completed,2024-12-24,2025-01-03,394203.34
26064,Cassia Tora,177.66,2239.81,Netherlands,B,Completed,2021-01-15,2021-02-11,397924.64
26065,Sesame Seed,95.18,1003.59,India,A,Completed,2022-07-14,2022-08-25,95521.7
26066,Cassia Tora,7.0,2260.8,China,C,Completed,2023-10-01,2023-10-07,15825.6
26067,Cassia Tora,181.0,1643.01,UAE,A,Completed,2025-04-19,2025-04-28,297384.81
26068,Hibiscus,192.56,518.52,UAE,A,Cancelled,2022-02-18,,99846.21
26069,Hibiscus,14.93,1935.96,Netherlands,A,Completed,2024-10-10,2024-11-04,28903.88
26070,Cassia Tora,122.14,1235.81,Netherlands,B,Completed,2025-01-20,2025-02-28,150941.83
26071,Cassia Tora,191.21,1637.42,Netherlands,A,Completed,2025-04-04,2025-04-17,313091.08
26072,Hibiscus,139.6,1367.31,China,B,Completed,2023-09-26,2023-10-31,190876.48
26073,Cassia Tora,103.72,2455.72,Turkey,A,Completed,2024-05-04,2024-06-09,254707.28
26074,Cassia Tora,69.07,1840.07,China,B,Completed,2021-04-25,2021-05-13,127093.63
26075,Cassia Tora,148.27,785.75,India,A,Completed,2024-12-11,2025-01-14,116503.15
26076,Sesame Seed,197.55,2037.72,Vietnam,C,Cancelled,2024-10-07,,402551.59
26077,Soya Beans,128.21,1798.61,China,A,Completed,2023-09-03,2023-10-10,230599.79
26078,Cassia Tora,101.45,1446.01,Vietnam,A,Cancelled,2024-01-04,,146697.71
26079,Hibiscus,34.41,2400.46,China,A,Pending,2021-02-05,,82599.83
26080,Cassia Tora,172.38,1348.74,India,B,Completed,2021-08-30,2021-09-10,232495.8
26081,Cassia Tora,77.38,1513.96,UAE,C,Completed,2021-03-04,2021-04-14,117150.22
26082,Hibiscus,154.11,1980.72,China,C,Pending,2022-10-28,,305248.76
26083,Hibiscus,70.21,2117.46,India,A,Cancelled,2022-05-24,,148666.87
26084,Cassia Tora,25.05,1716.04,Turkey,C,Completed,2021-07-07,2021-07-24,42986.8
26085,Soya Beans,134.07,1969.66,UAE,B,Completed,2023-01-05,2023-01-22,264072.32
26086,Hibiscus,109.59,2022.8,India,A,Completed,2021-04-03,2021-05-04,221678.65
26087,Hibiscus,31.0,2180.19,Netherlands,A,Completed,2021-01-05,2021-02-02,67585.89
26088,Sesame Seed,166.07,1853.96,Netherlands,C,Pending,2025-01-01,,307887.14
26089,Cassia Tora,61.21,1585.17,India,B,Completed,2024-04-04,2024-05-07,97028.26
26090,Sesame Seed,89.13,939.72,Netherlands,A,Completed,2025-01-09,2025-02-05,83757.24
26091,Sesame Seed,99.85,950.18,Vietnam,A,Completed,2021-01-25,2021-03-05,94875.47
26092,Soya Beans,50.03,720.65,India,B,Completed,2022-05-23,2022-06-25,36054.12
26093,Cassia Tora,100.91,951.03,Turkey,B,Pending,2021-04-08,,95968.44
26094,Cassia Tora,14.49,2050.19,Netherlands,A,Completed,2024-07-15,2024-08-08,29707.25
26095,Sesame Seed,38.21,1849.26,Turkey,A,Completed,2022-10-24,2022-11-22,70660.22
26096,Hibiscus,55.86,919.1,UAE,B,Completed,2024-11-17,2024-12-08,51340.93
26097,Hibiscus,72.5,1001.17,UAE,A,Completed,2024-08-01,2024-08-09,72584.82
26098,Cassia Tora,50.52,2456.66,India,B,Pending,2022-11-15,,124110.46
26099,Soya Beans,94.68,1006.51,China,A,Completed,2024-02-07,2024-02-16,95296.37
26100,Soya Beans,132.18,754.9,China,A,Completed,2021-01-27,2021-03-02,99782.68
26101,Cassia Tora,69.71,1155.87,Netherlands,C,Completed,2021-02-24,2021-03-15,80575.7
26102,Hibiscus,8.44,1879.42,Vietnam,B,Completed,2024-03-02,2024-03-17,15862.3
26103,Soya Beans,127.12,1070.8,China,A,Completed,2023-12-12,2024-01-01,136120.1
26104,Cassia Tora,176.08,2130.42,Turkey,A,Completed,2025-02-25,2025-03-20,375124.35
26105,Cassia Tora,25.79,1201.9,Turkey,A,Pending,2023-02-20,,30997.0
26106,Hibiscus,37.83,2483.12,UAE,B,Completed,2021-10-25,2021-11-12,93936.43
26107,Sesame Seed,6.89,631.35,UAE,A,Completed,2024-11-23,2025-01-01,4350.0
26108,Hibiscus,44.48,324.35,Turkey,C,Completed,2023-11-08,2023-11-27,14427.09
26109,Soya Beans,59.84,1097.9,Turkey,B,Completed,2023-03-29,2023-04-25,65698.34
26110,Sesame Seed,91.74,853.32,Turkey,B,Completed,2023-05-05,2023-06-11,78283.58
26111,Hibiscus,140.23,1157.2,Turkey,A,Cancelled,2022-07-13,,162274.16
26112,Soya Beans,87.15,579.04,India,A,Pending,2024-06-23,,50463.34
26113,Soya Beans,73.61,1864.76,India,A,Completed,2022-05-18,2022-05-30,137264.98
26114,Sesame Seed,137.07,2197.72,India,A,Pending,2024-01-18,,301241.48
26115,Hibiscus,129.34,1713.28,UAE,A,Completed,2021-07-22,2021-08-08,221595.64
26116,Hibiscus,85.37,1470.16,Netherlands,B,Completed,2023-08-04,2023-08-22,125507.56
26117,Soya Beans,68.39,1942.78,Netherlands,A,Completed,2021-08-28,2021-09-03,132866.72
26118,Cassia Tora,76.59,354.86,China,C,Completed,2022-05-05,2022-05-30,27178.73
26119,Cassia Tora,81.55,1976.45,Vietnam,B,Pending,2023-11-03,,161179.5
26120,Sesame Seed,18.86,1466.01,China,B,Completed,2022-10-11,2022-11-13,27648.95
26121,Hibiscus,37.18,1611.96,China,C,Completed,2024-08-31,2024-09-07,59932.67
26122,Cassia Tora,131.63,2339.39,UAE,B,Completed,2022-11-16,2022-12-26,307933.91
26123,Sesame Seed,186.33,2045.34,Netherlands,B,Completed,2024-05-06,2024-06-15,381108.2
26124,Soya Beans,17.8,2315.64,Turkey,A,Completed,2021-08-31,2021-10-10,41218.39
26125,Cassia Tora,25.07,1536.54,India,B,Completed,2022-05-22,2022-06-26,38521.06
26126,Hibiscus,20.63,1377.59,China,A,Completed,2023-12-03,2023-12-12,28419.68
26127,Soya Beans,51.81,890.14,Netherlands,A,Completed,2024-09-15,2024-10-29,46118.15
26128,Hibiscus,158.72,1769.0,UAE,C,Completed,2024-12-23,2025-01-27,280775.68
26129,Soya Beans,167.34,955.63,Turkey,B,Completed,2022-09-05,2022-10-17,159915.12
26130,Hibiscus,178.47,650.55,Turkey,A,Completed,2021-06-11,2021-07-07,116103.66
26131,Sesame Seed,157.02,1758.21,Vietnam,B,Completed,2022-10-18,2022-11-05,276074.13
26132,Hibiscus,92.31,1486.53,China,A,Cancelled,2023-08-17,,137221.58
26133,Hibiscus,114.11,1018.07,UAE,A,Completed,2022-09-13,2022-10-23,116171.97
26134,Soya Beans,137.28,1429.96,India,A,Completed,2024-12-29,2025-01-09,196304.91
26135,Hibiscus,50.28,727.69,UAE,C,Completed,2024-06-10,2024-07-19,36588.25
26136,Hibiscus,109.48,1537.57,India,A,Pending,2021-04-21,,168333.16
26137,Hibiscus,103.43,1797.65,UAE,B,Cancelled,2023-07-23,,185930.94
26138,Soya Beans,153.58,1339.24,UAE,B,Completed,2024-06-09,2024-06-24,205680.48
26139,Cassia Tora,47.61,649.52,Vietnam,B,Completed,2023-01-20,2023-02-02,30923.65
26140,Cassia Tora,184.11,1929.86,Netherlands,B,Completed,2022-12-10,2023-01-14,355306.52
